name,description
C2698172,interface
C2698194,Atolide
C2698234,mitotic figures
C2698499,TETRAZEPAM
C2698572,echinocytes
C2698624,evaluator
C2698634,Specimens
C2698635,Species
C2698657,restrated
C2698704,Pail
C2698815,PERAMIDE
C2698824,oxicillin
C2698833,lymphocyte
C2698837,poikilocytes
C2698870,plasmablast
C2698885,prolymphocytes
C2698887,promonocytes
C2699063,Resisting
C2699084,Segment V and Segment VI
C2699092,felodine
C2699150,Ceftioxide
C2699219,naproxen
C2699275,etting
C2699285,morphone
C2699308,Skin Type
C2699330,Abdominal Fluid
C2699355,Cliropamine
C2699375,Doperidone
C2699396,Colistin
C2699419,Complement
C2699456,hCRF
C2699492,sorbital
C2699504,spherocytes
C2699517,Grade 01
C2699560,Ipotropium Bromide
C2699585,demecycline
C2699593,TOPICAL CREAM
C2699645,stomatocytes
C2699791,Epival
C2699861,Elanzepine
C2699906,cefazoline
C2699935,thrombopoietin
C2700014,-Mirtazapine
C2700083,Triple Phosphate Crystals
C2700094,turbidity
C2700151,Vanillylmandelic
C2700216,amoxicillin
C2700256,Biotin
C2700257,ERGOCALCIFEROL
C2700258,volume measurements
C2700605,Chromium 2
C2700617,irritable
C2700618,cavitating
C2700619,test strips
C2700785,Integra
C2701271,Tobacco
C2702169,Stelara
C2702310,Almond
C2702329,range
C2702332,hazelnut
C2702351,Apple
C2702356,cantaloupe
C2702357,Cod
C2702362,cow milk
C2702370,Lobster
C2702371,Pork
C2702374,Rye
C2702377,Salmon
C2702382,Shrimp
C2702402,Tomato
C2702409,Soybeans
C2702414,Rice
C2702415,Pea
C2702418,Peach
C2702419,Peanut
C2702424,Beef
C2703042,bone marrow cancer
C2703066,Dry lips
C2703095,"to
GSK1120212"
C2706046,Eye lid
C2706057,Discharge Status
C2706625,laboratory order
C2706679,Time of death
C2707008,Behavioral
C2707246,Bladder and bowel
C2707248,appliances
C2707253,Cancer
C2707257,Genitourinary
C2707259,Metabolic
C2707261,Neurologically
C2707262,nutritional
C2707265,pulmonary
C2707266,Vision
C2707269,ADDITIONAL DIAGNOSES
C2707291,health conditions
C2707305,shortness of breath
C2707308,Swallowing disorder
C2707309,height and weighs
C2707316,Skin conditions
C2707532,Interferon alpha
C2707628,preferred language
C2707687,V status
C2707931,expectancy of less than 6
C2708137,Influenza vaccine
C2708140,Pneumococcal vaccine
C2708180,Restraints
C2708283,"'s
clinical presentation"
C2708314,Discharge disposition
C2708448,Cytogenetics studies
C2708504,"Hepatitis C virus, status"
C2708508,CMV status
C2708510,Fetuses
C2708665,exercise duration
C2708732,CLINICAL INFORMATION
C2709070,on room air
C2709100,without clothes
C2709213,Estimated free
C2709220,pedometer
C2709257,neurological service
C2709897,WARFARIN SODIUM
C2709904,WARFARIN SODIUM 2MG
C2709909,WARFARIN SODIUM 2.5MG
C2709912,WARFARIN SODIUM 3
C2709919,WARFARIN SODIUM 5
C2709986,Adcirca
C2710014,Availnex
C2710117,Samsca
C2710365,InnoPran
C2710937,CHLORPHENIRAMINE MALEATE
C2711227,Fatty liver
C2711248,Osteonecrosis of jaw
C2711454,Imaging of abdomen
C2711860,liver imaging
C2712122,normotensive
C2712143,normal heart rate
C2712158,good memory
C2712184,normal voiding
C2712185,normal weight
C2712244,No Peripheral Edema
C2712539,History of traumatic brain injury
C2712605,Klebsiella pneumoniae
C2712724,volunteer activities
C2712806,Chronic fracture
C2712871,Gout attack
C2713001,Speech-language therapy
C2713008,Neratinib
C2713234,Mood
C2713286,Paniculectomy
C2713294,Olecranon
C2713304,vaccination
C2713497,saccular aneurysm
C2717539,amlodipine
C2717757,Retinocochleocerebral Vasculopathy
C2717795,Rounds
C2717817,Decompressive Craniectomy
C2717899,Upper Extremity Deep Vein Thrombosis
C2717957,vasoplegia
C2717961,thrombotic microangiopathy
C2718014,compassionate use
C2718034,Code Team
C2718059,-Health
C2718067,Alcoholic Steatohepatitis
C2718088,high frequency oscillating
C2718094,CHLOROPHYLLIN
C2718128,nasal inflammation
C2718336,Tyvaso
C2718463,Onglyza
C2718492,Colcrys
C2718534,beclomethasone dipropionate
C2718618,ursodiol 300
C2718619,ursodiol 1500
C2718746,Effient
C2718747,FERAHEME
C2718786,ursodiol 500
C2719416,Vortex
C2719711,Fibricon
C2719920,Daylin
C2720437,elbow dislocation
C2720503,Milk protein
C2720530,manometer
C2720748,hooded
C2721771,Leucovorin
C2721782,Intuniv
C2722017,Bean
C2722026,Asparagus
C2722027,Avocado
C2722031,Cherry
C2722032,Chicken
C2722035,Coconut
C2722036,coffee bean
C2722042,Oyster
C2722054,lima bean
C2722056,Pistachios
C2722243,oxybutynin chloride 10
C2722247,oxybutynin chloride 15
C2722250,oxybutynin chloride 5
C2722298,-oxybutynin chloride 2.5
C2722481,Senna Soft
C2723006,Toprol
C2723822,VOTRIENT
C2724201,carrots
C2724202,Celery
C2724209,Fibrothorax
C2724955,ClearLax
C2725181,Zenpep
C2725341,krill oil
C2725379,Glynase
C2726135,ASPERGILLUS FLAVUS
C2726148,Eggplant
C2726168,Turnip
C2726186,Nutmeg
C2726357,polyethylene glycol 3350
C2726788,benztropine mesylate 0.5
C2726988,Astramorph
C2727825,Cotton
C2728187,macadamia nuts
C2728193,Mango
C2728194,Chocolate
C2729168,CT Orbits
C2729346,Other drugs
C2729544,Legend
C2730059,Levothyroxine sodium 137
C2730186,Cashews
C2730227,egg white
C2730230,egg yolk
C2731559,Apricot
C2732151,Ampyra
C2732181,Albony
C2732208,Victoza
C2732281,Secondary: osteoarthritis
C2732618,Sessile serrated adenoma
C2732728,Decreased height
C2732951,Acute diastolic heart failure
C2733492,acute on chronic systolic failure
C2734071,Proxy name
C2734681,Patient lives alone
C2735015,Internal M
C2735025,Primary care provider
C2735027,ATTENDING PHYSICIAN
C2735035,transferring facility
C2735099,strength on exam
C2735101,Cardiac biomarkers
C2735115,practitioner
C2735147,Brain stem reflexes
C2735300,sensory status
C2735302,Cardiac status
C2735307,ADLs and IADLs
C2735310,care management
C2735345,"IV fluids
were administered"
C2735346,intravenous fluid was administered
C2735417,care provided
C2735448,for hospitalization
C2735971,Return to a community
C2736769,transcription error
C2736772,recommended follow
C2736842,at age 20
C2736875,esophageal brushings
C2736986,Dependent on others
C2739806,Invasive hemodynamic monitoring
C2739807,anti platelet
C2740507,Comfort
C2740529,Excel
C2740568,nitrogen 69
C2740573,nitrogen 71
C2740595,nitrogen 56
C2740597,blackberry
C2740600,Blueberry
C2740609,Buckwheat
C2740612,Cabbage
C2740637,Lentils
C2740640,Lettuce
C2740655,Plum
C2740760,Cauliflower
C2740768,CINNAMON
C2740793,cranberry
C2740796,Cucumber
C2740799,Date
C2740802,flounder
C2740808,nitrogen 10
C2740810,nitrogen 20
C2740844,Parsley
C2740854,Actemra
C2740859,Pineapple
C2740867,raspberry
C2741129,quell
C2741474,swordfish
C2741499,Spinach
C2741534,mushroom
C2741598,Cover
C2741635,making arrangements
C2741638,Stress ulcer
C2741669,constitutional symptoms
C2741719,HYDROCORTISONE - 1
C2741940,on XXXXXXXXXXXXXXXXX
C2742475,palladi
C2743747,tranylcypromine
C2743755,procide
C2745873,Discharge plan
C2745900,promyelocytic leukemia
C2745925,nasal inhaler
C2745965,Emergencies
C2746042,thrombin inhibitor
C2746078,3. linagliptin
C2746500,Exalgo
C2746767,pyridostigmine bromide 60
C2746939,Pravastatin sodium 20
C2748055,hypoinsulinemic
C2748445,cortical dysgenesis
C2748459,anteriorly displaced
C2748540,Mucosal bleeding
C2748577,no hypertension
C2748738,Fatty infiltration of the pancreas
C2748785,No alopecia
C2748932,Slanting palpebral fissures
C2748960,prominent superficial venous
C2748966,spontaneous movements
C2748977,Intracranial cyst
C2749129,Vermian hypoplasia
C2749161,all paranasal sinuses
C2749190,dysmorphic features
C2749237,Small bowel dilatation
C2749404,w/o necrosis
C2749419,mild weakness
C2749428,Coordinated movements
C2749513,"No cognitive
decline"
C2749591,Ischemic infarction
C2749675,a simplified gyral pattern
C2749696,clenched fists
C2749697,translucent skin
C2749840,Abdominal distention and pain
C2749920,o neurofibroma
C2750039,Recurrent otitis
C2750120,Interstitial thickening
C2750122,surfactant deficiency
C2750163,Centrally located
C2750293,microbleeds
C2750590,Short hair
C2750933,prominent perivascular space
C2751078,Bilateral humeral fractures
C2751260,vs ?macrothrombocytopenia
C2751430,Camptodactyly
C2751568,Coagulopathy secondary to liver failure
C2751578,minimal inflammation
C2751799,metatarsus varus
C2751808,Mild diastolic dysfunction
C2751891,loss of coordination
C2751993,No metabolic abnormalities
C2752009,white matter lesion
C2753459,mucus
C2754916,cytokine production
C2755916,response to sound
C2756393,Stride
C2756587,soy
C2756957,horse ATG
C2757070,Progesterone
C2825025,Iron Supplement
C2825026,Unfractionated Heparin
C2825033,-pyridostigmine bromide 30
C2825042,Inhalant
C2825047,Gargle
C2825051,Pack
C2825053,Emesis
C2825055,recurrences
C2825061,prostacycline
C2825090,Calcitonin
C2825094,Aminosalicylic
C2825096,anti-IgE
C2825141,Finding
C2825142,Results
C2825161,Sudden cardiac death
C2825165,Nuclear stress test
C2825185,Lead Extraction
C2825187,Septal Ablation
C2825191,Percutaneous Aortic Valve Replacement
C2825198,Atrial Lead
C2825199,Ventricular Lead
C2825200,Bare Metal Stent
C2825203,Mechanical Aortic Valve
C2825205,Mechanical Mitral Valve
C2825309,ablet
C2825340,methasone
C2825342,budesonide
C2825347,IgA
C2825492,Neutral
C2825543,date date
C2825545,Gestational Age
C2825559,home phone number
C2825567,Vacuum assisted vaginal delivery
C2825568,Assisted vaginal delivery
C2825575,Symmetry
C2825605,Peradoxime
C2825616,Ketamine
C2825650,lodaxaprine
C2825715,atenolol
C2825742,Disseminated
C2825856,convertin
C2825862,Mitochondrial Antibody
C2825864,Antithrombin III
C2825873,anti-thyroglobulin
C2825905,Plasminogen Activator Inhibitor-1
C2825907,proBNP
C2825926,stem cell rescue
C2825951,adjunctive
C2825972,Cant
C2825978,intrusion
C2825979,cotraction
C2826065,ofloxacin
C2826077,Factor VII
C2826078,Factor Xa
C2826210,fully recovered
C2826273,Test Name
C2826293,"clinical
significance"
C2826325,Fiducial markers
C2826333,D-Dimer
C2826348,invitations
C2826349,Bacitracin
C2826353,Polysorbate
C2826576,Ischemic Changes
C2826624,excrescence
C2826693,clinical study
C2826729,PE FINDINGS
C2827307,Polyethylene Glycol
C2827334,Somantadine
C2827407,Otitis media
C2827429,simultanagnosia
C2827483,Fixed
C2827485,Dried
C2827486,Fresh
C2827491,radiolucency
C2827582,Orofacial
C2827642,Stage 1
C2827643,Stage 2A
C2827645,Stage 3
C2827646,Stage 4
C2827667,tivozanib
C2827713,microorganism
C2827714,Method
C2827715,Parameters
C2827756,NON-SUSCEPTIBLE
C2827758,susceptible
C2827774,Current Treatment
C2827990,grayscale
C2828271,LEVOMEFOLATE CALCIUM
C2828294,radioiodine
C2828358,Lactating
C2828386,Passed
C2828392,standard
C2830004,Somnolent
C2830012,chemical gastritis
C2830120,Liver donor
C2830183,cabazitaxel
C2845975,Malignant neuroendocrine
C2881980,"bilateral MTPs, bilateral"
C2882221,Acute pulmonary embolism
C2886794,catheter related bloodstream infection
C2902961,Page Kidney
C2909036,twin transfusion
C2910418,wilderness areas
C2911181,long term antibiotic
C2911205,term use of aspirin
C2911243,Colonic polyps
C2911645,Weight Loss
C2911647,Weight Gain
C2911652,Hepatitis B carrier
C2911660,Growth
C2911683,Dual Chamber Pacemaker
C2911690,controlled
C2912240,Pancreaze
C2917212,Anticoagulation
C2917337,acid sequestrant
C2917532,chlorpromazine 25
C2917537,CHLORPROMAZINE 50
C2917558,MICONAZOLE NITRATE 2
C2917605,Prophenazine
C2917658,Bismuth
C2917659,Acetaminophen
C2917660,Amino Acid
C2917754,Prolia
C2918565,folic acid 2
C2918580,cheratussin
C2919064,Uniphyll
C2919317,Avascular necrosis of the hip
C2919575,Nonsustained ventricular tachycardia
C2919670,left AMA
C2919806,procedure not performed
C2919828,chronic ulcerative colitis
C2919848,os odontoideum
C2920231,nitrogen 77
C2920449,chlorpheniramine maleate 4
C2920461,chloraprep
C2921018,Hemochromatosis
C2921022,Transfusion associated circulatory overload
C2921126,transfused. Posttransfusion
C2921138,spatial deficit
C2921284,hypospadias
C2922974,polypharmacy
C2923055,video assisted thoracoscopy
C2923424,"endocardial
myocardial"
C2923434,myocardial performance
C2923461,flow propagation
C2923470,to peak to peak
C2923471,time to peak
C2923493,Tissue velocity
C2923685,onsent
C2923839,disk level
C2924022,Postprocedure
C2924023,PROCEDURE DIAGNOSIS
C2924025,planned procedure
C2924026,specimens taken
C2924029,procedure findings
C2924036,Immunization series
C2924272,C panel
C2924432,inpatient status
C2924473,MICROORGANISMS SEEN
C2924503,included included
C2924511,Permanent pacemaker insertion
C2924519,procedure-related
C2924631,functional MRI
C2925725,Heparin given
C2926082,hospitalization requiring
C2926085,evidence of evidence
C2926589,Cardiac enzymes
C2926602,Drainage
C2926606,Findings
C2926607,Rheumatic fever
C2926611,Angina
C2926614,Abdominal aortic aneurysm
C2926615,High blood pressure
C2926870,tamsulosin and dutasteride
C2927154,Dulera
C2927181,-Jalyn
C2927744,Sulfa
C2928006,diltiazem / hydrochlorothiazide
C2928887,hydrochlorothiazide or verapamil
C2928944,hydrocortisone/ketaconazole
C2930041,ampicillin / sulbactam
C2930296,Pilopine
C2930406,General Anesthesia
C2930505,Goals of Care
C2930544,calorie restriction
C2931015,Dandy-Walker variant
C2931022,on Dementia
C2931031,Pseudoangiomatous stromal hyperplasia
C2931367,"thyroid cancer, follicular"
C2931375,TMJ Ankylosis
C2931379,Torulopsis
C2931784,Amyloid angiopathy
C2931822,nasopharyngeal carcinoma
C2931867,Dandy Walker cyst
C2931917,alcoholic encephalopathy
C2935799,supplementation
C2936173,PTCA
C2936204,Endovascular Procedure
C2936350,atherosclerotic plaques
C2936372,-Ventricular Pacing
C2936476,Chronic liver failure
C2936600,tenotomy
C2936643,standard of care
C2936664,"2.
Acquired hypogammaglobulinemia"
C2936667,transluminal angioplasty
C2936698,scrub surgical
C2936739,Job's syndrome
C2936784,Pouching
C2936786,narrowing of aqueduct of Sylvius
C2936787,Planum
C2936843,Triiodothyronine
C2936882,Estrogen
C2936883,Vitamin B12
C2936884,Vitamin K
C2936885,Thyroxine (T4
C2936886,Calcium
C2937222,ulcerative proctitis
C2937228,tunnel vision
C2937235,tracheoplasty
C2937236,artery repair
C2937240,upper abdomen
C2937246,overwork
C2937247,Osteochondral
C2937251,sliding scale
C2937255,your sleep
C2937270,temporary ileostomy
C2937281,adrenal gland biopsy
C2937302,wick
C2937317,arteriovenous graft
C2937319,internal injuries
C2937349,"Therapy, Nutrition"
C2937358,intracerebral hemorrhage
C2937380,Liquid vitamin
C2937409,ASPERGILLUS NIDULANS
C2937963,peppermint
C2937983,Nectarine
C2938117,Sage
C2938208,Thrive
C2938876,Weeping edema
C2938912,white matter hyperintensities
C2938913,Distributive shock
C2938924,ER+ breast cancer
C2938992,cementoplasty
C2939074,bronze skin
C2939170,target cells
C2939175,meconium ileus
C2939176,feeling miserable
C2939416,pectus carinatum
C2939419,secondary tumor
C2939420,metastasis
C2939447,Right Sided Heart Failure
C2939457,Fungi
C2939459,Cataract surgery
C2939465,-G6PD deficiency
C2939773,L-METHYLFOLATE
C2939802,Precise
C2940262,Loradamed
C2940579,-Pradaxa
C2945560,hemolytic
C2945598,dacryocytes
C2945606,encopresis
C2945615,ULACTIN
C2945623,evaluation and management
C2945625,feeding tube
C2945627,dysynchrony
C2945630,MULTISTIX
C2945636,sitting to lying
C2945637,harmonic
C2945639,eye reflexes
C2945640,compromise
C2945641,lying to sitting
C2945656,severe allergy
C2945664,bandage wrap
C2945665,marcaine
C2945673,Adjustment
C2945675,metabolic effects
C2945681,ischemic brain injury
C2945684,pulmonary effects
C2945688,calcium/phosphorus
C2945691,past treatment
C2945693,complications of malaria
C2945695,limb ischemia
C2945696,smoking problems
C2945703,prophylactic oophorectomy
C2945704,conventional therapy
C2945715,wrist brace
C2945726,regulin
C2945733,tube change
C2945736,Trazodone 50 mg
C2945737,sodium 10 mg
C2945741,response to light
C2945748,its safety
C2945749,Coloplast
C2945755,flonase nasal spray
C2945759,aggressive cancer
C2945766,dieting
C2945839,perched
C2945893,Triadine
C2946035,Scrub
C2946188,Dermabond
C2946875,Maximum
C2947996,Performed
C2948008,Blade
C2948499,evolution
C2948667,Crest
C2949015,Sinex
C2949224,Cosamin
C2949227,Schiff
C2949802,upper dentition
C2949882,Right lentiform nucleus
C2949999,Right AC
C2950449,Left temporal pole
C2950746,Left lentiform nucleus
C2951108,Right R
C2951408,Right M
C2951648,Left MRM
C2951798,Left Cx
C2951888,skull
C2952003,Left P
C2952144,lower dentition
C2952296,central gyrus
C2952487,left frontal polar
C2952548,Left A
C2952958,Right CVA
C2953130,Retrocrural lymph node
C2953455,collecting system
C2953661,Right PT
C2953922,Left RTC
C2954564,suppressors
C2954568,Meglumine
C2954611,Latuda
C2954629,Systane Balance
C2955673,uric acid nephropathy
C2957106,severe headache
C2958553,infusion care
C2958630,sense of doom
C2959326,Calcitrol
C2959749,temporal lobectomy
C2959886,cardiopulmonary exercise testing
C2960094,Umbilical catheter
C2960113,mature cataracts
C2961721,Everflex
C2961731,Overtime
C2961765,Bromday
C2962237,Expect
C2962267,Triam
C2962550,Viibryd
C2963140,arteriovenous fistula
C2963154,Prosthetic L
C2963191,Toddler Development
C2963228,cytogenetics
C2964237,4.........5.....................................67
C2966671,hormone Rx
C2966803,cells analyzed
C2970511,Triazolam
C2970596,expected outcome
C2972960,operative consent
C2972961,Anesthesia consent
C2973211,a suspected Suspected
C2973287,clinical impression
C2973529,Leukocytoclastic Vasculitis
C2973725,pulmonary arterry hypertension
C2975439,Livina
C2975783,aggregating
C2978380,Endur-Acin
C2978939,Thera Tears
C2979348,Ferronate
C2979413,acuvite
C2979623,magnesium oxide 40
C2979814,Matzim
C2979880,subjective
C2979881,Interventions
C2979882,Goals
C2979913,mcg/actuation Inhalation Aerosol
C2979921,arrhythmic agents
C2979973,vertex presentation
C2979982,vaginal bleeding
C2979983,urine cytology
C2980104,is superficial
C2980105,recurrent boils
C2980159,Daliresp
C2980819,Probiotic
C2980942,Azo
C2980996,Reston
C2981149,intellectual
C2981152,cardiac resuscitation
C2981352,Stage IV Lung Cancer
C2981357,axithromycin
C2981696,Scant
C2981711,Paced Rhythm
C2982736,conception
C2983687,constrained
C2983699,Risk Factor Assessment
C2983879,aciclovir
C2983885,nebivolol
C2983924,-Baclofen
C2983998,Hydromorphine
C2984058,I have pain
C2984078,a little
C2984079,somewhat
C2984080,quite a bit
C2984081,Very
C2984109,very often
C2984112,extremely good
C2984223,Proximal Muscle
C2984584,ampullectomy
C2984587,needle localization
C2984919,borderline QT
C2984927,"Trichomonas
6"
C2984936,Transitional Epithelial Cells
C2984945,calcidiol
C2984947,Hepatitis A Virus IgM Antibody
C2984963,paraprotein
C2985321,Quad Screen
C2985394,Tesla MRI
C2985401,parameningeal
C2985494,resorption
C2985496,cerebrospinal fluid diversion
C2985506,biochemical recurrence
C2985509,severe myelosuppression
C2985513,peripheral venous catheter
C2985529,coloanal anstomosis
C2985535,radiologic exams
C2985542,PEG tube
C2985545,healthcare proxy
C2985554,in-transit metastases
C2985562,transsphenoidal surgery
C2985566,targeted therapies
C2985740,Communication: #. Communication
C2985758,diseaseStatus
C2985765,enhancement
C2985785,Job Title
C2986440,Initials
C2986504,autologous bone marrow
C2986505,genetic profile
C2986517,wide local excision
C2986522,Laproscopic Prostatectomy
C2986524,open resection
C2986525,pretracheal space
C2986531,coffee enemas
C2986546,target lesion
C2986560,best response
C2986562,spiculated mass
C2986563,dose-dense chemotherapy
C2986584,whitening
C2986592,definitive treatment
C2986703,overgrowth syndrome
C2986762,reorientation
C2986940,almost never
C2986941,fairly often
C2986972,Avid
C2987187,Pleasant
C2987227,reimmunization
C2987395,helplessness
C2987481,train
C2987488,erythroid dysplasia
C2987494,Septal
C2987513,acidification
C2987514,Base
C2987624,Segmental resection
C2987682,radical hysterectomy
C2987684,simple nephrectomy
C3146223,self-awareness
C3146229,GnRH
C3146231,Secure
C3146249,Stage IV Renal Cell Carcinoma
C3146259,Stage IV Nasopharyngeal Carcinoma
C3146272,Melan-A
C3146282,medical abortion
C3146295,Triceps
C3149269,bullous disease
C3149494,keloid formation
C3149551,"peripheral neuropathy, mild"
C3149608,No facial weakness
C3149699,Enlarged pancreatic head
C3150090,coarse skin
C3150275,12 deficiency
C3150349,Moderate cortical atrophy
C3150353,Ventral septal defect
C3150385,Multiple small
C3150613,Long toe
C3150947,apical hypertrophy
C3151214,anterior fontanele
C3151215,for multiple deformities
C3151495,elongation of upper
C3151684,No developmental
C3152138,Left ventricular dilation
C3152589,Nephrocaps 1
C3153573,valproic acid 125
C3153582,valproic acid 250
C3153589,valproic acid 500
C3153592,valproic acid 1000
C3153774,Zytiga
C3153967,Refresh Optive
C3153993,linagliptin 5
C3154113,HYPROMELLOSE
C3154166,Gingerale
C3154257,Gadavist
C3154342,DOXYLAMINE SUCCINATE
C3154344,DOXYLAMINE SUCCINATE 25
C3154650,Victrelis
C3154701,Incivek
C3156621,production
C3159007,increase in urine
C3159008,antidiuresising
C3159309,Xarelto
C3160375,Potiga
C3160522,Oxecta
C3160715,Mixed
C3160748,dystaxia
C3160854,Small intestinal bacterial overgrowth
C3160856,Endobronchial Ultrasound
C3160858,Posterior reversible encephalopathy syndrome
C3160888,Metastatic Gastric Adenocarcinoma
C3160909,autoimmune arthritis
C3161031,Fractionation
C3161035,model
C3161088,Severe stage glaucoma
C3161097,Postoperative leak
C3161098,spont pneumothorax
C3161174,hemoglobin H disease
C3161208,Persistent air leak
C3161394,mini-BAL
C3161433,Pneumothorax and air leak
C3162029,Laparoscopic sigmoidectomy
C3162394,DayQuil Cough
C3162745,Triamcinolone acetonide 0.5
C3163156,Preservision
C3163571,Brilinta
C3163616,Blood Loss
C3163620,"hypotension, CT"
C3163626,descending thoracic aorta
C3163695,arterial embolization
C3164124,Foam dressing
C3164125,was caused by Streptococcus
C3164530,Mitral valve thickening
C3165358,manage symptoms
C3166257,son stopped
C3166340,slowed activity
C3166407,but not completed
C3166408,resting position
C3166794,who smokes
C3166866,Framinghamon
C3167821,"Room, temperature"
C3169819,Neurology:  Neurology
C3171888,IV proton
C3172260,relative
C3172565,current state
C3172642,Cigarette smoking
C3172893,job number
C3172904,Identical twin
C3173291,Quit smoking age
C3173301,date of diagnosis
C3173307,time of surgical procedure
C3173565,baseline times
C3173822,Preprocedure consent
C3174069,Infant awake
C3174390,Technician
C3174773,severity of symptoms
C3174795,her relative
C3174917,Currently driving
C3175203,Social situations: Social
C3175229,routine routine
C3175320,"Spontaneously, MAE spontaneously"
C3175510,Avoid activities
C3175530,the onset of symptoms
C3175605,Keep appointments
C3175806,was more quiet than usual
C3176350,storm status
C3176382,Preg complicated
C3176468,Over the counter medications
C3176537,excessive activity
C3176821,Cardiac risk
C3177029,and trial
C3177142,presenting symptoms
C3177409,fusarium
C3178778,athlete's heart
C3178801,lacunar stroke
C3178910,Text message
C3178973,Disseminated Fusarium
C3179065,social media
C3179075,Mechanical Disruption
C3179130,Multidetector
C3179180,fermentors
C3179281,inhaler
C3179328,granulocyte colony-stimulating factor
C3179346,Induced Sputum
C3179782,constellatin
C3181480,Onyx 18
C3181663,heterotaxy
C3189457,-Betamethasone Dipropionate
C3190455,pyridoxine 100
C3192263,vemurafenib
C3192267,zelboraf
C3202975,Health insurance coverage
C3203072,sulfazine
C3203102,Primary pulmonary hypertension
C3203357,TUBERCULOSIS BY
C3203358,hypoventilation
C3203359,ruptured
C3203360,suppurative
C3203520,HBcAb Negative
C3203523,Recurrent seizures
C3203528,Hypomagnesium
C3204189,Dobhoff Tube
C3204590,Propel
C3205672,Paste
C3205914,carboxymethylcellulose
C3206410,DIMENHYDRINATE
C3206623,ciprofloxacin eye
C3206626,ciprofloxacin PO
C3206683,demeclocycline
C3207262,clarithromycin
C3207397,amoxicillin PO
C3207468,benzocaine topical
C3207552,chloramphenicol
C3207643,acetylcysteine
C3208344,chlorothiazide
C3208689,topical cocaine
C3209006,dexamethasone PO
C3210144,beclomethasone 2
C3210186,topical capsaicin
C3210241,chlorthalidone
C3211177,methylsulfonylmethane
C3211486,SACCHAROMYCES BOULARDII
C3211912,magnesium hydroxide PRN
C3212219,dexlansoprazole
C3212277,moxifloxacin PO
C3212980,iodine topical
C3214352,a topical
C3214615,fludrocortisone
C3215133,doxercalciferol
C3215176,Fluocinonide topical
C3215191,"topical
fluorouracil"
C3215315,Miconazole topical
C3215473,spironolactone PO
C3215828,TENOFOVIR DISOPROXIL
C3216868,lansoprazole PO
C3217195,methylcellulose
C3217265,propylthiouracil
C3217299,sulfamethizole
C3217306,sulfamethoxazole
C3217358,zinc oxide topical
C3217819,metoclopramide PO
C3218285,valganciclovir
C3218299,hydrocortisone PR
C3218301,topical hydrocortisone
C3218777,erythromycin ophthalmic
C3218894,hydromorphone PO
C3218901,HYDROXYCHLOROQUINE
C3218960,LISDEXAMFETAMINE
C3219613,topical minoxidil
C3219686,permethrin topical
C3219952,METAPROTERENOL
C3219955,mercaptopurine
C3220001,prednisolone ophthalmic
C3223597,Chlor-Trimeton 4
C3224910,benadryl topical
C3230253,Oral Liquid Oral 1 Liquid
C3234460,Milk Of Magnesia
C3241936,non-cardiogenic pulmonary
C3241966,Smoker
C3241973,Podiatric Surgery
C3241998,done times
C3241999,limited use
C3242004,colonoscopy prep
C3242005,surgical prophylaxis
C3242009,general notch
C3242011,laboratory note
C3242035,previously been ineffective
C3242068,already performed
C3242160,risk criteria
C3242218,entered in error
C3242227,for correction
C3242228,new information
C3242232,not covered
C3242233,patient refused
C3242244,not picked
C3242245,patient changed
C3242247,long term care
C3242261,o early
C3242262,to match
C3242264,fully filled
C3242272,condition improved
C3242274,new therapy
C3242287,applies
C3242330,originally produced
C3242336,ordered
C3242376,academic
C3242379,Assumed
C3242380,customary
C3242381,no longer in use
C3242385,Do not use
C3242430,information
C3242447,clinical state
C3242455,patient administration
C3242470,query
C3242635,IV drug use
C3242676,fully insure
C3242706,based entity
C3242775,executor of estate
C3243280,Medicine
C3243460,operative indications
C3244072,internal
C3244074,syntax errors
C3244119,credit card
C3244125,LAB RESULTS
C3244154,urology and neurology care
C3244168,psychiatry and psychiatry
C3244243,all accessory
C3244250,medication access
C3244257,substance abuse and access
C3244286,direct
C3244287,grade
C3244293,reasoning
C3244294,scheduling
C3244301,Family
C3244303,pharmacy
C3244306,operations
C3244308,diagnostic imaging
C3244313,INACTIVE
C3244315,orders
C3244316,medication
C3244317,given
C3245457,military
C3245461,with issues
C3245462,Debridement
C3245479,DATA
C3245481,Temporary
C3245483,Anonymous
C3245488,acquired
C3245491,investigational
C3245501,required
C3245510,administrative manager
C3245511,common
C3245516,therapeutic devices
C3245517,teacher
C3247749,Enemeez
C3248449,perform perform
C3248452,not performed
C3248473,NEG NEG NEG NEG NEG
C3248620,p under control
C3248637,Parkinson's disease
C3248676,Ondansetron 4 mg
C3250443,Myotonic Dystrophy
C3251784,eye vision
C3251826,calorie malnutrition
C3252719,Omegaven
C3255108,Tocopheryl
C3255392,Thoraco
C3255598,crataegus
C3255620,yellow x
C3256101,Hypromellose
C3256111,on black
C3256185,now peak
C3256552,polyester
C3257190,LUE 1
C3257518,black olives
C3257532,sunflower seed
C3257803,watery eyes
C3257809,or tissue loss
C3257968,other language
C3257977,further resection
C3257980,her symptoms
C3257981,her systemic
C3257985,other topical
C3258059,Primary problem
C3258067,procedure successfully
C3258120,Resuscitation was attempted
C3258160,"with
significant tissue loss"
C3258289,it responded
C3258293,of valvular disease
C3258960,many times in the past
C3259055,a close friend
C3259072,her sister left home
C3259587,significant tissue loss
